jobs,candidates,first_capacity,second_capacity,revise,probe_cost,recovery_cost,p0,p1,minimum_expected_extra_cost_for_success_one,optimal_endpoints
6,6,2,0,False,4,2,0,0,2,retain+recover
6,6,2,0,False,4,4,0,0,4,retain+recover
6,6,2,0,False,4,8,0,0,8,retain+recover
6,6,2,0,True,1,0,0,0,0,retain+recover
6,6,2,0,True,1,1,0,0,1,retain+recover
6,6,2,0,True,1,2,0,0,2,retain+recover
6,6,2,0,True,1,4,0,0,4,retain+recover
6,6,2,0,True,1,8,0,0,8,retain+recover
6,6,2,0,True,2,0,0,0,0,retain+recover
6,6,2,0,True,2,1,0,0,1,retain+recover
6,6,2,0,True,2,2,0,0,2,retain+recover
6,6,2,0,True,2,4,0,0,4,retain+recover
6,6,2,0,True,2,8,0,0,8,retain+recover
6,6,2,0,True,4,0,0,0,0,retain+recover
6,6,2,0,True,4,1,0,0,1,retain+recover
6,6,2,0,True,4,2,0,0,2,retain+recover
6,6,2,0,True,4,4,0,0,4,retain+recover
6,6,2,0,True,4,8,0,0,8,retain+recover
6,6,2,1,False,1,0,1/6,1/6,0,retain+recover
6,6,2,1,False,1,1,1/6,1/6,5/6,retain+recover
6,6,2,1,False,1,2,1/6,1/6,5/3,retain+recover
6,6,2,1,False,1,4,1/6,1/6,10/3,retain+recover
6,6,2,1,False,1,8,1/6,1/6,20/3,retain+recover
6,6,2,1,False,2,0,1/6,1/6,0,retain+recover
6,6,2,1,False,2,1,1/6,1/6,5/6,retain+recover
6,6,2,1,False,2,2,1/6,1/6,5/3,retain+recover
6,6,2,1,False,2,4,1/6,1/6,10/3,retain+recover
6,6,2,1,False,2,8,1/6,1/6,20/3,retain+recover
6,6,2,1,False,4,0,1/6,1/6,0,retain+recover
6,6,2,1,False,4,1,1/6,1/6,5/6,retain+recover
6,6,2,1,False,4,2,1/6,1/6,5/3,retain+recover
6,6,2,1,False,4,4,1/6,1/6,10/3,retain+recover
6,6,2,1,False,4,8,1/6,1/6,20/3,retain+recover
6,6,2,1,True,1,0,1/6,1/6,0,retain+recover
6,6,2,1,True,1,1,1/6,1/6,5/6,retain+recover
6,6,2,1,True,1,2,1/6,1/6,5/3,retain+recover
6,6,2,1,True,1,4,1/6,1/6,10/3,retain+recover
6,6,2,1,True,1,8,1/6,1/6,20/3,retain+recover
6,6,2,1,True,2,0,1/6,1/6,0,retain+recover
6,6,2,1,True,2,1,1/6,1/6,5/6,retain+recover
6,6,2,1,True,2,2,1/6,1/6,5/3,retain+recover
6,6,2,1,True,2,4,1/6,1/6,10/3,retain+recover
6,6,2,1,True,2,8,1/6,1/6,20/3,retain+recover
6,6,2,1,True,4,0,1/6,1/6,0,retain+recover
6,6,2,1,True,4,1,1/6,1/6,5/6,retain+recover
6,6,2,1,True,4,2,1/6,1/6,5/3,retain+recover
6,6,2,1,True,4,4,1/6,1/6,10/3,retain+recover
6,6,2,1,True,4,8,1/6,1/6,20/3,retain+recover
6,6,2,2,False,1,0,1/3,1/3,0,retain+recover
6,6,2,2,False,1,1,1/3,1/3,2/3,retain+recover
6,6,2,2,False,1,2,1/3,1/3,4/3,retain+recover
6,6,2,2,False,1,4,1/3,1/3,8/3,retain+recover
6,6,2,2,False,1,8,1/3,1/3,16/3,retain+recover
6,6,2,2,False,2,0,1/3,1/3,0,retain+recover
6,6,2,2,False,2,1,1/3,1/3,2/3,retain+recover
6,6,2,2,False,2,2,1/3,1/3,4/3,retain+recover
6,6,2,2,False,2,4,1/3,1/3,8/3,retain+recover
6,6,2,2,False,2,8,1/3,1/3,16/3,retain+recover
6,6,2,2,False,4,0,1/3,1/3,0,retain+recover
6,6,2,2,False,4,1,1/3,1/3,2/3,retain+recover
6,6,2,2,False,4,2,1/3,1/3,4/3,retain+recover
6,6,2,2,False,4,4,1/3,1/3,8/3,retain+recover
6,6,2,2,False,4,8,1/3,1/3,16/3,retain+recover
6,6,2,2,True,1,0,1/3,1/3,0,retain+recover
6,6,2,2,True,1,1,1/3,1/3,2/3,retain+recover
6,6,2,2,True,1,2,1/3,1/3,4/3,retain+recover
6,6,2,2,True,1,4,1/3,1/3,8/3,retain+recover
6,6,2,2,True,1,8,1/3,1/3,16/3,retain+recover
6,6,2,2,True,2,0,1/3,1/3,0,retain+recover
6,6,2,2,True,2,1,1/3,1/3,2/3,retain+recover
6,6,2,2,True,2,2,1/3,1/3,4/3,retain+recover
6,6,2,2,True,2,4,1/3,1/3,8/3,retain+recover
6,6,2,2,True,2,8,1/3,1/3,16/3,retain+recover
6,6,2,2,True,4,0,1/3,1/3,0,retain+recover
6,6,2,2,True,4,1,1/3,1/3,2/3,retain+recover
6,6,2,2,True,4,2,1/3,1/3,4/3,retain+recover
6,6,2,2,True,4,4,1/3,1/3,8/3,retain+recover
6,6,2,2,True,4,8,1/3,1/3,16/3,retain+recover
6,6,2,3,False,1,0,1/3,1/3,0,retain+recover
6,6,2,3,False,1,1,1/3,1/3,2/3,retain+recover
6,6,2,3,False,1,2,1/3,1/3,4/3,retain+recover
6,6,2,3,False,1,4,1/3,1/3,8/3,retain+recover
6,6,2,3,False,1,8,1/3,1/3,16/3,retain+recover
6,6,2,3,False,2,0,1/3,1/3,0,retain+recover
6,6,2,3,False,2,1,1/3,1/3,2/3,retain+recover
6,6,2,3,False,2,2,1/3,1/3,4/3,retain+recover
6,6,2,3,False,2,4,1/3,1/3,8/3,retain+recover
6,6,2,3,False,2,8,1/3,1/3,16/3,retain+recover
6,6,2,3,False,4,0,1/3,1/3,0,retain+recover
6,6,2,3,False,4,1,1/3,1/3,2/3,retain+recover
6,6,2,3,False,4,2,1/3,1/3,4/3,retain+recover
6,6,2,3,False,4,4,1/3,1/3,8/3,retain+recover
6,6,2,3,False,4,8,1/3,1/3,16/3,retain+recover
6,6,2,3,True,1,0,1/2,1/2,0,retain+recover
6,6,2,3,True,1,1,1/2,1/2,1/2,retain+recover
6,6,2,3,True,1,2,1/2,1/2,1,retain+recover
6,6,2,3,True,1,4,1/2,1/2,2,retain+recover
6,6,2,3,True,1,8,1/2,1/2,4,retain+recover
6,6,2,3,True,2,0,1/2,1/2,0,retain+recover
6,6,2,3,True,2,1,1/2,1/2,1/2,retain+recover
6,6,2,3,True,2,2,1/2,1/2,1,retain+recover
6,6,2,3,True,2,4,1/2,1/2,2,retain+recover
6,6,2,3,True,2,8,1/2,1/2,4,retain+recover
6,6,2,3,True,4,0,1/2,1/2,0,retain+recover
6,6,2,3,True,4,1,1/2,1/2,1/2,retain+recover
6,6,2,3,True,4,2,1/2,1/2,1,retain+recover
6,6,2,3,True,4,4,1/2,1/2,2,retain+recover
6,6,2,3,True,4,8,1/2,1/2,4,retain+recover
6,6,2,6,False,1,0,1/3,1/3,0,retain+recover
6,6,2,6,False,1,1,1/3,1/3,2/3,retain+recover
6,6,2,6,False,1,2,1/3,1/3,4/3,retain+recover
6,6,2,6,False,1,4,1/3,1/3,8/3,retain+recover
6,6,2,6,False,1,8,1/3,1/3,16/3,retain+recover
6,6,2,6,False,2,0,1/3,1/3,0,retain+recover
6,6,2,6,False,2,1,1/3,1/3,2/3,retain+recover
6,6,2,6,False,2,2,1/3,1/3,4/3,retain+recover
6,6,2,6,False,2,4,1/3,1/3,8/3,retain+recover
6,6,2,6,False,2,8,1/3,1/3,16/3,retain+recover
6,6,2,6,False,4,0,1/3,1/3,0,retain+recover
6,6,2,6,False,4,1,1/3,1/3,2/3,retain+recover
6,6,2,6,False,4,2,1/3,1/3,4/3,retain+recover
6,6,2,6,False,4,4,1/3,1/3,8/3,retain+recover
6,6,2,6,False,4,8,1/3,1/3,16/3,retain+recover
6,6,2,6,True,1,0,1/2,1/2,0,retain+recover
6,6,2,6,True,1,1,1/2,1/2,1/2,retain+recover
6,6,2,6,True,1,2,1/2,1/2,1,retain+recover
6,6,2,6,True,1,4,1/2,1/2,2,retain+recover
6,6,2,6,True,1,8,1/2,1/2,4,retain+recover
6,6,2,6,True,2,0,1/2,1/2,0,retain+recover
6,6,2,6,True,2,1,1/2,1/2,1/2,retain+recover
6,6,2,6,True,2,2,1/2,1/2,1,retain+recover
6,6,2,6,True,2,4,1/2,1/2,2,retain+recover
6,6,2,6,True,2,8,1/2,1/2,4,retain+recover
6,6,2,6,True,4,0,1/2,1/2,0,retain+recover
6,6,2,6,True,4,1,1/2,1/2,1/2,retain+recover
6,6,2,6,True,4,2,1/2,1/2,1,retain+recover
6,6,2,6,True,4,4,1/2,1/2,2,retain+recover
6,6,2,6,True,4,8,1/2,1/2,4,retain+recover
6,6,4,0,False,1,0,0,0,0,retain+recover
6,6,4,0,False,1,1,0,0,1,retain+recover
6,6,4,0,False,1,2,0,0,2,retain+recover
6,6,4,0,False,1,4,0,0,4,retain+recover
6,6,4,0,False,1,8,0,0,8,retain+recover
6,6,4,0,False,2,0,0,0,0,retain+recover
6,6,4,0,False,2,1,0,0,1,retain+recover
6,6,4,0,False,2,2,0,0,2,retain+recover
6,6,4,0,False,2,4,0,0,4,retain+recover
6,6,4,0,False,2,8,0,0,8,retain+recover
6,6,4,0,False,4,0,0,0,0,retain+recover
6,6,4,0,False,4,1,0,0,1,retain+recover
6,6,4,0,False,4,2,0,0,2,retain+recover
6,6,4,0,False,4,4,0,0,4,retain+recover
6,6,4,0,False,4,8,0,0,8,retain+recover
6,6,4,0,True,1,0,0,0,0,retain+recover
6,6,4,0,True,1,1,0,0,1,retain+recover
6,6,4,0,True,1,2,0,0,2,retain+recover
6,6,4,0,True,1,4,0,0,4,retain+recover
6,6,4,0,True,1,8,0,0,8,retain+recover
6,6,4,0,True,2,0,0,0,0,retain+recover
6,6,4,0,True,2,1,0,0,1,retain+recover
6,6,4,0,True,2,2,0,0,2,retain+recover
6,6,4,0,True,2,4,0,0,4,retain+recover
6,6,4,0,True,2,8,0,0,8,retain+recover
6,6,4,0,True,4,0,0,0,0,retain+recover
6,6,4,0,True,4,1,0,0,1,retain+recover
6,6,4,0,True,4,2,0,0,2,retain+recover
6,6,4,0,True,4,4,0,0,4,retain+recover
6,6,4,0,True,4,8,0,0,8,retain+recover
6,6,4,1,False,1,0,1/6,1/6,0,retain+recover
6,6,4,1,False,1,1,1/6,1/6,5/6,retain+recover
6,6,4,1,False,1,2,1/6,1/6,5/3,retain+recover
6,6,4,1,False,1,4,1/6,1/6,10/3,retain+recover
6,6,4,1,False,1,8,1/6,1/6,20/3,retain+recover
6,6,4,1,False,2,0,1/6,1/6,0,retain+recover
6,6,4,1,False,2,1,1/6,1/6,5/6,retain+recover
6,6,4,1,False,2,2,1/6,1/6,5/3,retain+recover
6,6,4,1,False,2,4,1/6,1/6,10/3,retain+recover
6,6,4,1,False,2,8,1/6,1/6,20/3,retain+recover
6,6,4,1,False,4,0,1/6,1/6,0,retain+recover
6,6,4,1,False,4,1,1/6,1/6,5/6,retain+recover
6,6,4,1,False,4,2,1/6,1/6,5/3,retain+recover
6,6,4,1,False,4,4,1/6,1/6,10/3,retain+recover
6,6,4,1,False,4,8,1/6,1/6,20/3,retain+recover
6,6,4,1,True,1,0,1/6,1/6,0,retain+recover
6,6,4,1,True,1,1,1/6,1/6,5/6,retain+recover
6,6,4,1,True,1,2,1/6,1/6,5/3,retain+recover
6,6,4,1,True,1,4,1/6,1/6,10/3,retain+recover
6,6,4,1,True,1,8,1/6,1/6,20/3,retain+recover
6,6,4,1,True,2,0,1/6,1/6,0,retain+recover
6,6,4,1,True,2,1,1/6,1/6,5/6,retain+recover
6,6,4,1,True,2,2,1/6,1/6,5/3,retain+recover
6,6,4,1,True,2,4,1/6,1/6,10/3,retain+recover
6,6,4,1,True,2,8,1/6,1/6,20/3,retain+recover
6,6,4,1,True,4,0,1/6,1/6,0,retain+recover
6,6,4,1,True,4,1,1/6,1/6,5/6,retain+recover
6,6,4,1,True,4,2,1/6,1/6,5/3,retain+recover
6,6,4,1,True,4,4,1/6,1/6,10/3,retain+recover
6,6,4,1,True,4,8,1/6,1/6,20/3,retain+recover
6,6,4,2,False,1,0,1/3,1/3,0,retain+recover
6,6,4,2,False,1,1,1/3,1/3,2/3,retain+recover
6,6,4,2,False,1,2,1/3,1/3,4/3,retain+recover
6,6,4,2,False,1,4,1/3,1/3,8/3,retain+recover
6,6,4,2,False,1,8,1/3,1/3,16/3,retain+recover
6,6,4,2,False,2,0,1/3,1/3,0,retain+recover
6,6,4,2,False,2,1,1/3,1/3,2/3,retain+recover
6,6,4,2,False,2,2,1/3,1/3,4/3,retain+recover
6,6,4,2,False,2,4,1/3,1/3,8/3,retain+recover
6,6,4,2,False,2,8,1/3,1/3,16/3,retain+recover
6,6,4,2,False,4,0,1/3,1/3,0,retain+recover
6,6,4,2,False,4,1,1/3,1/3,2/3,retain+recover
6,6,4,2,False,4,2,1/3,1/3,4/3,retain+recover
6,6,4,2,False,4,4,1/3,1/3,8/3,retain+recover
6,6,4,2,False,4,8,1/3,1/3,16/3,retain+recover
6,6,4,2,True,1,0,1/3,1/3,0,retain+recover
6,6,4,2,True,1,1,1/3,1/3,2/3,retain+recover
6,6,4,2,True,1,2,1/3,1/3,4/3,retain+recover
6,6,4,2,True,1,4,1/3,1/3,8/3,retain+recover
6,6,4,2,True,1,8,1/3,1/3,16/3,retain+recover
6,6,4,2,True,2,0,1/3,1/3,0,retain+recover
6,6,4,2,True,2,1,1/3,1/3,2/3,retain+recover
6,6,4,2,True,2,2,1/3,1/3,4/3,retain+recover
6,6,4,2,True,2,4,1/3,1/3,8/3,retain+recover
6,6,4,2,True,2,8,1/3,1/3,16/3,retain+recover
6,6,4,2,True,4,0,1/3,1/3,0,retain+recover
6,6,4,2,True,4,1,1/3,1/3,2/3,retain+recover
6,6,4,2,True,4,2,1/3,1/3,4/3,retain+recover
6,6,4,2,True,4,4,1/3,1/3,8/3,retain+recover
6,6,4,2,True,4,8,1/3,1/3,16/3,retain+recover
6,6,4,3,False,1,0,1/2,1/2,0,retain+recover
6,6,4,3,False,1,1,1/2,1/2,1/2,retain+recover
6,6,4,3,False,1,2,1/2,1/2,1,retain+recover
6,6,4,3,False,1,4,1/2,1/2,2,retain+recover
6,6,4,3,False,1,8,1/2,1/2,4,retain+recover
6,6,4,3,False,2,0,1/2,1/2,0,retain+recover
6,6,4,3,False,2,1,1/2,1/2,1/2,retain+recover
6,6,4,3,False,2,2,1/2,1/2,1,retain+recover
6,6,4,3,False,2,4,1/2,1/2,2,retain+recover
6,6,4,3,False,2,8,1/2,1/2,4,retain+recover
6,6,4,3,False,4,0,1/2,1/2,0,retain+recover
6,6,4,3,False,4,1,1/2,1/2,1/2,retain+recover
6,6,4,3,False,4,2,1/2,1/2,1,retain+recover
6,6,4,3,False,4,4,1/2,1/2,2,retain+recover
6,6,4,3,False,4,8,1/2,1/2,4,retain+recover
6,6,4,3,True,1,0,1/2,1/2,0,retain+recover
6,6,4,3,True,1,1,1/2,1/2,1/2,retain+recover
6,6,4,3,True,1,2,1/2,1/2,1,retain+recover
6,6,4,3,True,1,4,1/2,1/2,2,retain+recover
6,6,4,3,True,1,8,1/2,1/2,4,retain+recover
6,6,4,3,True,2,0,1/2,1/2,0,retain+recover
6,6,4,3,True,2,1,1/2,1/2,1/2,retain+recover
6,6,4,3,True,2,2,1/2,1/2,1,retain+recover
6,6,4,3,True,2,4,1/2,1/2,2,retain+recover
6,6,4,3,True,2,8,1/2,1/2,4,retain+recover
6,6,4,3,True,4,0,1/2,1/2,0,retain+recover
6,6,4,3,True,4,1,1/2,1/2,1/2,retain+recover
6,6,4,3,True,4,2,1/2,1/2,1,retain+recover
6,6,4,3,True,4,4,1/2,1/2,2,retain+recover
6,6,4,3,True,4,8,1/2,1/2,4,retain+recover
6,6,4,6,False,1,0,2/3,2/3,0,retain+recover
6,6,4,6,False,1,1,2/3,2/3,1/3,retain+recover
6,6,4,6,False,1,2,2/3,2/3,2/3,retain+recover
6,6,4,6,False,1,4,2/3,2/3,4/3,retain+recover
6,6,4,6,False,1,8,2/3,2/3,8/3,retain+recover
6,6,4,6,False,2,0,2/3,2/3,0,retain+recover
6,6,4,6,False,2,1,2/3,2/3,1/3,retain+recover
6,6,4,6,False,2,2,2/3,2/3,2/3,retain+recover
6,6,4,6,False,2,4,2/3,2/3,4/3,retain+recover
6,6,4,6,False,2,8,2/3,2/3,8/3,retain+recover
6,6,4,6,False,4,0,2/3,2/3,0,retain+recover
6,6,4,6,False,4,1,2/3,2/3,1/3,retain+recover
6,6,4,6,False,4,2,2/3,2/3,2/3,retain+recover
6,6,4,6,False,4,4,2/3,2/3,4/3,retain+recover
6,6,4,6,False,4,8,2/3,2/3,8/3,retain+recover
6,6,4,6,True,1,0,5/6,5/6,0,retain+recover
6,6,4,6,True,1,1,5/6,5/6,1/6,retain+recover
6,6,4,6,True,1,2,5/6,5/6,1/3,retain+recover
6,6,4,6,True,1,4,5/6,5/6,2/3,retain+recover
6,6,4,6,True,1,8,5/6,5/6,4/3,retain+recover
6,6,4,6,True,2,0,5/6,5/6,0,retain+recover
6,6,4,6,True,2,1,5/6,5/6,1/6,retain+recover
6,6,4,6,True,2,2,5/6,5/6,1/3,retain+recover
6,6,4,6,True,2,4,5/6,5/6,2/3,retain+recover
6,6,4,6,True,2,8,5/6,5/6,4/3,retain+recover
6,6,4,6,True,4,0,5/6,5/6,0,retain+recover
6,6,4,6,True,4,1,5/6,5/6,1/6,retain+recover
6,6,4,6,True,4,2,5/6,5/6,1/3,retain+recover
6,6,4,6,True,4,4,5/6,5/6,2/3,retain+recover
6,6,4,6,True,4,8,5/6,5/6,4/3,retain+recover
6,6,6,0,False,1,0,0,0,0,retain+recover
6,6,6,0,False,1,1,0,0,1,retain+recover
6,6,6,0,False,1,2,0,0,2,retain+recover
6,6,6,0,False,1,4,0,0,4,retain+recover
6,6,6,0,False,1,8,0,0,8,retain+recover
6,6,6,0,False,2,0,0,0,0,retain+recover
6,6,6,0,False,2,1,0,0,1,retain+recover
6,6,6,0,False,2,2,0,0,2,retain+recover
6,6,6,0,False,2,4,0,0,4,retain+recover
6,6,6,0,False,2,8,0,0,8,retain+recover
6,6,6,0,False,4,0,0,0,0,retain+recover
6,6,6,0,False,4,1,0,0,1,retain+recover
6,6,6,0,False,4,2,0,0,2,retain+recover
6,6,6,0,False,4,4,0,0,4,retain+recover
6,6,6,0,False,4,8,0,0,8,retain+recover
6,6,6,0,True,1,0,0,0,0,retain+recover
6,6,6,0,True,1,1,0,0,1,retain+recover
6,6,6,0,True,1,2,0,0,2,retain+recover
6,6,6,0,True,1,4,0,0,4,retain+recover
6,6,6,0,True,1,8,0,0,8,retain+recover
6,6,6,0,True,2,0,0,0,0,retain+recover
6,6,6,0,True,2,1,0,0,1,retain+recover
6,6,6,0,True,2,2,0,0,2,retain+recover
6,6,6,0,True,2,4,0,0,4,retain+recover
6,6,6,0,True,2,8,0,0,8,retain+recover
6,6,6,0,True,4,0,0,0,0,retain+recover
6,6,6,0,True,4,1,0,0,1,retain+recover
6,6,6,0,True,4,2,0,0,2,retain+recover
6,6,6,0,True,4,4,0,0,4,retain+recover
6,6,6,0,True,4,8,0,0,8,retain+recover
6,6,6,1,False,1,0,1/6,1/6,0,retain+recover
6,6,6,1,False,1,1,1/6,1/6,5/6,retain+recover
6,6,6,1,False,1,2,1/6,1/6,5/3,retain+recover
6,6,6,1,False,1,4,1/6,1/6,10/3,retain+recover
6,6,6,1,False,1,8,1/6,1/6,20/3,retain+recover
6,6,6,1,False,2,0,1/6,1/6,0,retain+recover
6,6,6,1,False,2,1,1/6,1/6,5/6,retain+recover
6,6,6,1,False,2,2,1/6,1/6,5/3,retain+recover
6,6,6,1,False,2,4,1/6,1/6,10/3,retain+recover
6,6,6,1,False,2,8,1/6,1/6,20/3,retain+recover
6,6,6,1,False,4,0,1/6,1/6,0,retain+recover
6,6,6,1,False,4,1,1/6,1/6,5/6,retain+recover
6,6,6,1,False,4,2,1/6,1/6,5/3,retain+recover
6,6,6,1,False,4,4,1/6,1/6,10/3,retain+recover
6,6,6,1,False,4,8,1/6,1/6,20/3,retain+recover
6,6,6,1,True,1,0,1/6,1/6,0,retain+recover
6,6,6,1,True,1,1,1/6,1/6,5/6,retain+recover
6,6,6,1,True,1,2,1/6,1/6,5/3,retain+recover
6,6,6,1,True,1,4,1/6,1/6,10/3,retain+recover
6,6,6,1,True,1,8,1/6,1/6,20/3,retain+recover
6,6,6,1,True,2,0,1/6,1/6,0,retain+recover
6,6,6,1,True,2,1,1/6,1/6,5/6,retain+recover
6,6,6,1,True,2,2,1/6,1/6,5/3,retain+recover
6,6,6,1,True,2,4,1/6,1/6,10/3,retain+recover
6,6,6,1,True,2,8,1/6,1/6,20/3,retain+recover
6,6,6,1,True,4,0,1/6,1/6,0,retain+recover
6,6,6,1,True,4,1,1/6,1/6,5/6,retain+recover
6,6,6,1,True,4,2,1/6,1/6,5/3,retain+recover
6,6,6,1,True,4,4,1/6,1/6,10/3,retain+recover
6,6,6,1,True,4,8,1/6,1/6,20/3,retain+recover
6,6,6,2,False,1,0,1/3,1/3,0,retain+recover
6,6,6,2,False,1,1,1/3,1/3,2/3,retain+recover
6,6,6,2,False,1,2,1/3,1/3,4/3,retain+recover
6,6,6,2,False,1,4,1/3,1/3,8/3,retain+recover
6,6,6,2,False,1,8,1/3,1/3,16/3,retain+recover
6,6,6,2,False,2,0,1/3,1/3,0,retain+recover
6,6,6,2,False,2,1,1/3,1/3,2/3,retain+recover
6,6,6,2,False,2,2,1/3,1/3,4/3,retain+recover
6,6,6,2,False,2,4,1/3,1/3,8/3,retain+recover
6,6,6,2,False,2,8,1/3,1/3,16/3,retain+recover
6,6,6,2,False,4,0,1/3,1/3,0,retain+recover
6,6,6,2,False,4,1,1/3,1/3,2/3,retain+recover
6,6,6,2,False,4,2,1/3,1/3,4/3,retain+recover
6,6,6,2,False,4,4,1/3,1/3,8/3,retain+recover
6,6,6,2,False,4,8,1/3,1/3,16/3,retain+recover
6,6,6,2,True,1,0,1/3,1/3,0,retain+recover
6,6,6,2,True,1,1,1/3,1/3,2/3,retain+recover
6,6,6,2,True,1,2,1/3,1/3,4/3,retain+recover
6,6,6,2,True,1,4,1/3,1/3,8/3,retain+recover
6,6,6,2,True,1,8,1/3,1/3,16/3,retain+recover
6,6,6,2,True,2,0,1/3,1/3,0,retain+recover
6,6,6,2,True,2,1,1/3,1/3,2/3,retain+recover
6,6,6,2,True,2,2,1/3,1/3,4/3,retain+recover
6,6,6,2,True,2,4,1/3,1/3,8/3,retain+recover
6,6,6,2,True,2,8,1/3,1/3,16/3,retain+recover
6,6,6,2,True,4,0,1/3,1/3,0,retain+recover
6,6,6,2,True,4,1,1/3,1/3,2/3,retain+recover
6,6,6,2,True,4,2,1/3,1/3,4/3,retain+recover
6,6,6,2,True,4,4,1/3,1/3,8/3,retain+recover
6,6,6,2,True,4,8,1/3,1/3,16/3,retain+recover
6,6,6,3,False,1,0,1/2,1/2,0,retain+recover
6,6,6,3,False,1,1,1/2,1/2,1/2,retain+recover
6,6,6,3,False,1,2,1/2,1/2,1,retain+recover
6,6,6,3,False,1,4,1/2,1/2,2,retain+recover
6,6,6,3,False,1,8,1/2,1/2,4,retain+recover
6,6,6,3,False,2,0,1/2,1/2,0,retain+recover
6,6,6,3,False,2,1,1/2,1/2,1/2,retain+recover
6,6,6,3,False,2,2,1/2,1/2,1,retain+recover
6,6,6,3,False,2,4,1/2,1/2,2,retain+recover
6,6,6,3,False,2,8,1/2,1/2,4,retain+recover
6,6,6,3,False,4,0,1/2,1/2,0,retain+recover
6,6,6,3,False,4,1,1/2,1/2,1/2,retain+recover
6,6,6,3,False,4,2,1/2,1/2,1,retain+recover
6,6,6,3,False,4,4,1/2,1/2,2,retain+recover
6,6,6,3,False,4,8,1/2,1/2,4,retain+recover
6,6,6,3,True,1,0,1/2,1/2,0,retain+recover
6,6,6,3,True,1,1,1/2,1/2,1/2,retain+recover
6,6,6,3,True,1,2,1/2,1/2,1,retain+recover
6,6,6,3,True,1,4,1/2,1/2,2,retain+recover
6,6,6,3,True,1,8,1/2,1/2,4,retain+recover
6,6,6,3,True,2,0,1/2,1/2,0,retain+recover
6,6,6,3,True,2,1,1/2,1/2,1/2,retain+recover
6,6,6,3,True,2,2,1/2,1/2,1,retain+recover
6,6,6,3,True,2,4,1/2,1/2,2,retain+recover
6,6,6,3,True,2,8,1/2,1/2,4,retain+recover
6,6,6,3,True,4,0,1/2,1/2,0,retain+recover
6,6,6,3,True,4,1,1/2,1/2,1/2,retain+recover
6,6,6,3,True,4,2,1/2,1/2,1,retain+recover
6,6,6,3,True,4,4,1/2,1/2,2,retain+recover
6,6,6,3,True,4,8,1/2,1/2,4,retain+recover
6,6,6,6,False,1,0,1,1,0,retain;retain+recover
6,6,6,6,False,1,1,1,1,0,retain;retain+recover
6,6,6,6,False,1,2,1,1,0,retain;retain+recover
6,6,6,6,False,1,4,1,1,0,retain;retain+recover
6,6,6,6,False,1,8,1,1,0,retain;retain+recover
6,6,6,6,False,2,0,1,1,0,retain;retain+recover
6,6,6,6,False,2,1,1,1,0,retain;retain+recover
6,6,6,6,False,2,2,1,1,0,retain;retain+recover
6,6,6,6,False,2,4,1,1,0,retain;retain+recover
6,6,6,6,False,2,8,1,1,0,retain;retain+recover
6,6,6,6,False,4,0,1,1,0,retain;retain+recover
6,6,6,6,False,4,1,1,1,0,retain;retain+recover
6,6,6,6,False,4,2,1,1,0,retain;retain+recover
6,6,6,6,False,4,4,1,1,0,retain;retain+recover
6,6,6,6,False,4,8,1,1,0,retain;retain+recover
6,6,6,6,True,1,0,1,1,0,retain;retain+recover
6,6,6,6,True,1,1,1,1,0,retain;retain+recover
6,6,6,6,True,1,2,1,1,0,retain;retain+recover
6,6,6,6,True,1,4,1,1,0,retain;retain+recover
6,6,6,6,True,1,8,1,1,0,retain;retain+recover
6,6,6,6,True,2,0,1,1,0,retain;retain+recover
6,6,6,6,True,2,1,1,1,0,retain;retain+recover
6,6,6,6,True,2,2,1,1,0,retain;retain+recover
6,6,6,6,True,2,4,1,1,0,retain;retain+recover
6,6,6,6,True,2,8,1,1,0,retain;retain+recover
6,6,6,6,True,4,0,1,1,0,retain;retain+recover
6,6,6,6,True,4,1,1,1,0,retain;retain+recover
6,6,6,6,True,4,2,1,1,0,retain;retain+recover
6,6,6,6,True,4,4,1,1,0,retain;retain+recover
6,6,6,6,True,4,8,1,1,0,retain;retain+recover
